City,Date,Year,Month,Month_Name,Quarter_Label,Day,Day_Name,Season,Is_Weekend,Week_of_Year,Year_Month,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Pollution_Index,Pollution_Index_Band,PM25_PM10_Ratio,NO2_NOx_Ratio,Pollutants_Above_City_Q3,City_Pollutant_Percentile,AQI_Rolling_7,AQI_Rolling_30,AQI_Change_1d,Cluster,PC1,PC2,Anomaly,Anomaly_Label,Anomaly_Score,Cluster_Description,Is_Extreme_PM_Episode
Bangalore,2015-02-05,2015,2,February,Q1,5,Thursday,Winter,0,6,2015-02,73.8,57.2,114.9,37.9,185.6,6.5,1.48,47.3,86.3,144.7,Moderate,33.28,Low,1.29020979020979,0.20420258620689655,0,33.1,335.57142857142856,318.14000000000004,-58.400000000000006,1,0.3274217010498947,-0.9076870354145248,0.0,Normal,-0.50077,lowest average PM2.5 among clusters,0
Bangalore,2015-02-06,2015,2,February,Q1,6,Friday,Winter,0,6,2015-02,56.8,201.4,48.7,121.0,97.0,26.2,9.2,20.6,48.5,190.0,Moderate,42.0,Medium,0.282025819265144,1.2474226804123711,2,42.1,307.59999999999997,314.39000000000004,45.30000000000001,0,-0.4979706555138589,-1.2065030113277402,0.0,Normal,-0.51838,highest average PM2.5 among clusters,0
Bangalore,2015-02-07,2015,2,February,Q1,7,Saturday,Winter,1,6,2015-02,375.1,280.7,6.4,115.6,116.0,37.8,2.47,4.0,71.1,230.7,Poor,43.15,Medium,1.336302101888137,0.996551724137931,2,43.4,272.3428571428571,315.68,40.69999999999999,0,-0.9647501533467552,-0.3546701436009711,0.0,Normal,-0.51966,highest average PM2.5 among clusters,0
Bangalore,2015-02-08,2015,2,February,Q1,8,Sunday,Winter,1,6,2015-02,287.3,346.6,85.5,114.7,100.5,41.5,4.48,52.6,140.8,437.3,Severe,58.38,Medium,0.8289094056549337,1.1412935323383084,2,58.5,278.15714285714284,322.9,206.60000000000002,0,-0.24271362834214047,0.4696740034554168,0.0,Normal,-0.45521,highest average PM2.5 among clusters,0
Bangalore,2015-02-09,2015,2,February,Q1,9,Monday,Winter,0,7,2015-02,270.0,331.6,6.9,4.6,157.0,22.1,9.34,63.3,174.6,420.0,Severe,51.87,Medium,0.8142340168878166,0.029299363057324838,2,51.7,278.84285714285716,322.1066666666667,-17.30000000000001,1,-0.8585224125144172,0.9517717207315011,0.0,Normal,-0.53023,lowest average PM2.5 among clusters,0
Bangalore,2015-02-10,2015,2,February,Q1,10,Tuesday,Winter,0,7,2015-02,419.1,43.5,80.1,35.5,239.7,28.1,4.99,22.3,40.9,137.2,Moderate,44.39,Medium,9.63448275862069,0.14810179390905298,2,44.5,251.85714285714286,320.2966666666667,-282.8,1,-1.4894686917846027,-0.2849482947507056,0.0,Normal,-0.51246,lowest average PM2.5 among clusters,0
Bangalore,2015-02-11,2015,2,February,Q1,11,Wednesday,Winter,0,7,2015-02,127.8,526.8,179.1,134.0,0.3,33.8,1.79,91.1,14.8,306.2,Very Poor,52.93,Medium,0.24259681093394078,446.6666666666667,4,53.0,266.5857142857143,317.1,169.0,0,2.791754331959653,0.45127710784334024,1.0,Anomaly,-0.57111,highest average PM2.5 among clusters,0
Bangalore,2015-02-12,2015,2,February,Q1,12,Thursday,Winter,0,7,2015-02,318.1,363.3,79.6,121.0,33.3,31.0,7.97,66.8,172.9,468.1,Severe,61.44,High,0.8755849160473438,3.633633633633634,3,61.4,312.7857142857143,322.0133333333334,161.90000000000003,0,-0.6388504885004127,1.0996261034980308,0.0,Normal,-0.4883,highest average PM2.5 among clusters,0
Bangalore,2015-02-13,2015,2,February,Q1,13,Friday,Winter,0,7,2015-02,98.7,170.3,76.9,102.2,218.9,36.4,1.24,98.6,72.7,227.3,Poor,51.38,Medium,0.5795654726952436,0.4668798538145272,2,51.6,318.1142857142857,324.4133333333333,-240.8,1,0.63262554303628,0.19687638748119915,0.0,Normal,-0.51867,lowest average PM2.5 among clusters,0
Bangalore,2015-02-14,2015,2,February,Q1,14,Saturday,Winter,1,7,2015-02,308.9,324.1,62.1,77.5,111.0,32.9,5.28,91.4,124.7,458.9,Severe,57.25,Medium,0.9531008947855599,0.6981981981981982,1,57.2,350.7142857142857,326.38666666666666,231.59999999999997,0,0.0064121643732669925,1.4355805679111175,0.0,Normal,-0.46098,highest average PM2.5 among clusters,0
Bangalore,2015-02-15,2015,2,February,Q1,15,Sunday,Winter,1,7,2015-02,148.2,233.0,167.4,70.1,145.2,44.7,2.2,77.6,46.2,321.9,Very Poor,52.12,Medium,0.6360515021459227,0.48278236914600553,3,52.3,334.2285714285714,325.10999999999996,-137.0,1,1.3811820821602634,0.3469263139176543,0.0,Normal,-0.49332,lowest average PM2.5 among clusters,0
Bangalore,2015-02-16,2015,2,February,Q1,16,Monday,Winter,0,8,2015-02,63.0,58.1,73.3,61.6,249.8,8.5,8.63,6.0,86.4,182.8,Moderate,39.16,Low,1.0843373493975903,0.2465972778222578,2,39.3,300.3428571428571,315.68,-139.09999999999997,1,-1.3990617489808523,-2.228833569470249,0.0,Normal,-0.54283,lowest average PM2.5 among clusters,0
Bangalore,2015-02-17,2015,2,February,Q1,17,Tuesday,Winter,0,8,2015-02,475.1,186.4,157.4,15.7,233.3,37.6,5.58,99.3,137.5,157.7,Moderate,67.52,High,2.5488197424892705,0.06729532790398628,5,67.7,303.2714285714286,306.33,-25.100000000000023,1,-0.6420658007676634,1.76326474289496,0.0,Normal,-0.5362,lowest average PM2.5 among clusters,0
Bangalore,2015-02-18,2015,2,February,Q1,18,Wednesday,Winter,0,8,2015-02,355.2,376.8,59.8,91.9,224.3,11.6,2.71,52.0,31.8,333.3,Very Poor,48.1,Medium,0.9426751592356687,0.40971912617030765,1,47.9,307.14285714285717,302.2133333333333,175.60000000000002,1,-0.15398420195453116,-0.704043593538489,0.0,Normal,-0.48433,lowest average PM2.5 among clusters,0
Bangalore,2015-02-19,2015,2,February,Q1,19,Thursday,Winter,0,8,2015-02,460.0,531.0,30.1,40.0,53.6,48.3,3.97,46.6,58.9,124.4,Moderate,50.67,Medium,0.8662900188323918,0.7462686567164178,3,50.6,258.04285714285714,301.13,-208.9,0,0.6121443663049347,1.5726291312016993,0.0,Normal,-0.53161,highest average PM2.5 among clusters,0
Bangalore,2015-02-20,2015,2,February,Q1,20,Friday,Winter,0,8,2015-02,345.0,217.8,151.5,115.1,219.8,7.6,1.17,32.2,174.7,495.0,Severe,54.69,Medium,1.584022038567493,0.5236578707916287,4,54.7,296.2857142857143,309.6933333333333,370.6,1,-1.1397331108669506,-1.1548513804789926,0.0,Normal,-0.49823,lowest average PM2.5 among clusters,0
Bangalore,2015-02-21,2015,2,February,Q1,21,Saturday,Winter,1,8,2015-02,438.0,510.7,160.2,43.7,65.1,46.5,3.85,23.8,30.4,122.9,Moderate,53.17,Medium,0.8576463677305659,0.6712749615975423,4,53.3,248.28571428571428,302.2433333333333,-372.1,0,1.0623582935954032,0.4878189309237537,0.0,Normal,-0.52051,highest average PM2.5 among clusters,0
Bangalore,2015-02-22,2015,2,February,Q1,22,Sunday,Winter,1,8,2015-02,353.4,176.1,177.6,109.3,129.5,0.8,4.88,5.8,51.5,150.9,Moderate,43.94,Medium,2.0068143100511073,0.844015444015444,1,44.1,223.85714285714286,301.4133333333333,28.0,1,-0.8590762832522487,-1.5493424201024457,0.0,Normal,-0.51199,lowest average PM2.5 among clusters,0
Bangalore,2015-02-23,2015,2,February,Q1,23,Monday,Winter,0,9,2015-02,159.9,326.1,132.7,33.0,104.3,13.1,8.86,27.4,139.6,330.9,Very Poor,47.6,Medium,0.4903403863845446,0.31639501438159157,1,47.9,245.0142857142857,301.0833333333333,179.99999999999997,0,-0.08079972945433996,-0.6119618785553895,0.0,Normal,-0.48329,highest average PM2.5 among clusters,0
Bangalore,2015-02-24,2015,2,February,Q1,24,Tuesday,Winter,0,9,2015-02,39.4,414.2,64.5,35.7,70.1,49.2,6.17,31.8,96.6,380.2,Very Poor,44.58,Medium,0.0951231289232255,0.5092724679029959,1,44.7,276.8,301.21,49.30000000000001,0,1.204344476153008,0.013312380600193373,0.0,Normal,-0.51338,highest average PM2.5 among clusters,0
Bangalore,2015-02-25,2015,2,February,Q1,25,Wednesday,Winter,0,9,2015-02,448.5,581.4,8.0,60.2,57.3,0.3,0.18,13.7,44.3,75.1,Satisfactory,32.44,Low,0.7714138286893705,1.0506108202443283,2,32.4,239.91428571428568,289.5733333333334,-305.1,0,0.5479407586749068,-0.2652266622625945,1.0,Anomaly,-0.59199,highest average PM2.5 among clusters,0
Bangalore,2015-02-26,2015,2,February,Q1,26,Thursday,Winter,0,9,2015-02,356.0,523.7,189.9,125.4,71.1,9.9,1.17,63.9,75.1,145.4,Moderate,55.38,Medium,0.6797784991407294,1.7637130801687766,3,55.3,242.91428571428568,288.78,70.30000000000001,0,1.2172419936845844,-0.1669473014348106,0.0,Normal,-0.52571,highest average PM2.5 among clusters,0
Bangalore,2015-02-27,2015,2,February,Q1,27,Friday,Winter,0,9,2015-02,463.2,535.2,82.4,121.0,10.5,3.8,0.31,33.7,149.2,172.2,Moderate,47.44,Medium,0.8654708520179372,11.523809523809524,3,47.4,196.8,287.54,26.799999999999983,0,0.07319226707670473,0.23023159962808484,0.0,Normal,-0.55543,highest average PM2.5 among clusters,0
Bangalore,2015-02-28,2015,2,February,Q1,28,Saturday,Winter,1,9,2015-02,234.1,286.6,145.6,66.1,74.8,28.1,8.78,93.3,45.0,387.8,Very Poor,55.69,Medium,0.8168178646196789,0.8836898395721925,2,55.7,234.64285714285714,286.84,215.60000000000002,0,0.7123129389098948,1.0805463063590028,0.0,Normal,-0.48667,highest average PM2.5 among clusters,0
Bangalore,2015-03-01,2015,3,March,Q1,1,Sunday,Winter,1,9,2015-03,320.5,471.2,31.8,100.4,231.9,45.1,0.47,64.8,154.7,470.5,Severe,61.7,High,0.6801782682512734,0.43294523501509274,4,61.8,280.3,289.6633333333333,82.69999999999999,1,-0.06564291977804373,0.2676817703081893,0.0,Normal,-0.52564,lowest average PM2.5 among clusters,0
Bangalore,2015-03-02,2015,3,March,Q1,2,Monday,Winter,0,10,2015-03,197.2,61.7,155.7,13.7,67.4,44.1,9.96,25.7,172.7,359.5,Very Poor,51.5,Medium,3.1961102106969204,0.20326409495548958,4,51.9,284.3857142857143,285.72999999999996,-111.0,0,-0.8090195091883157,0.663945703716542,0.0,Normal,-0.5455,highest average PM2.5 among clusters,0
Bangalore,2015-03-03,2015,3,March,Q1,3,Tuesday,Winter,0,10,2015-03,147.2,33.3,148.5,59.6,154.7,36.2,0.39,57.5,126.9,321.1,Very Poor,45.35,Medium,4.42042042042042,0.38526179702650293,0,45.5,275.9428571428571,283.2133333333333,-38.39999999999998,1,0.2842677012808937,0.17156303369970954,0.0,Normal,-0.50072,lowest average PM2.5 among clusters,0
Bangalore,2015-03-04,2015,3,March,Q1,4,Wednesday,Winter,0,10,2015-03,196.7,278.3,71.3,44.4,68.7,4.9,6.02,25.0,108.7,359.1,Very Poor,36.42,Low,0.706791232482932,0.6462882096069869,0,36.5,316.5142857142858,281.3433333333333,38.0,0,-0.10383520544563274,-0.42219134626795385,0.0,Normal,-0.47796,highest average PM2.5 among clusters,0
Bangalore,2015-03-05,2015,3,March,Q1,5,Thursday,Winter,0,10,2015-03,217.6,545.8,93.6,144.5,111.2,17.0,6.82,5.4,120.2,375.1,Very Poor,54.42,Medium,0.39868083547086847,1.2994604316546763,2,54.5,349.3285714285715,282.9766666666667,16.0,0,-0.32294247043715874,-1.7447196723369864,0.0,Normal,-0.50451,highest average PM2.5 among clusters,0
Bangalore,2015-03-06,2015,3,March,Q1,6,Friday,Winter,0,10,2015-03,33.5,391.5,100.2,8.0,194.2,5.2,9.8,51.1,132.4,351.8,Very Poor,47.86,Medium,0.08556832694763729,0.0411946446961895,2,47.7,374.9857142857143,287.93333333333334,-23.30000000000001,1,0.33453928805163935,-1.0055567523204083,0.0,Normal,-0.53963,lowest average PM2.5 among clusters,0
Bangalore,2015-03-07,2015,3,March,Q1,7,Saturday,Winter,1,10,2015-03,72.3,384.2,17.4,100.8,4.1,13.9,6.22,47.3,198.9,342.6,Very Poor,43.64,Medium,0.18818323789692867,24.585365853658537,1,43.3,368.52857142857147,294.53,-9.199999999999989,0,0.024842181258999098,0.11890305986268815,0.0,Normal,-0.53372,highest average PM2.5 among clusters,0
Bangalore,2015-03-08,2015,3,March,Q1,8,Sunday,Winter,1,10,2015-03,314.7,280.0,77.5,93.2,179.7,7.8,5.68,14.4,177.3,464.7,Severe,50.87,Medium,1.1239285714285714,0.518642181413467,1,50.7,367.7,303.6866666666666,122.09999999999997,1,-1.592282569069561,-1.0951132679575595,0.0,Normal,-0.47489,lowest average PM2.5 among clusters,0
Bangalore,2015-03-09,2015,3,March,Q1,9,Monday,Winter,0,11,2015-03,362.7,110.1,154.6,83.8,90.4,6.0,8.65,55.8,197.9,274.4,Poor,57.05,Medium,3.2942779291553133,0.9269911504424778,3,56.8,355.54285714285714,305.1433333333334,-190.3,0,-1.6620608442179348,0.49912206587305624,0.0,Normal,-0.51205,highest average PM2.5 among clusters,0
Bangalore,2015-03-10,2015,3,March,Q1,10,Tuesday,Winter,0,11,2015-03,361.6,470.5,74.0,141.8,34.7,45.8,6.89,92.3,95.9,457.7,Severe,66.32,High,0.7685441020191286,4.086455331412104,4,66.4,375.0571428571429,305.8233333333333,183.3,0,0.2391911141263206,1.6716178707128528,0.0,Normal,-0.52287,highest average PM2.5 among clusters,0
